"","Tropical & Subtropical Dry Broadleaf Forests","Tropical & Subtropical Moist Broadleaf Forests","Temperate Broadleaf & Mixed Forests","Temperate Grasslands, Savannas & Shrublands","Tropical & Subtropical Coniferous Forests","Temperate Conifer Forests","Montane Grasslands & Shrublands","Mediterranean Forests, Woodlands & Scrub","Mangroves","Tropical & Subtropical Grasslands, Savannas & Shrubland","Deserts & Xeric Shrublands","Flooded Grasslands & Savannas","Boreal Forests/Taiga","Tundra"
"Carex woodii Dewey",0,0,89,9,0,0,0,0,0,0,0,0,0,0
"Carex wootonii Mack.",0,0,0,0,7,36,0,0,0,0,4,0,0,0
"Carex xerantica L.H.Bailey",0,0,3,36,0,32,0,0,0,0,8,0,1,0
"Carex xiphium Kom.",0,0,16,0,0,0,0,0,0,0,0,0,0,0
"Carex yamatsutana Ohwi",0,0,0,2,0,0,0,0,0,0,0,1,0,0
"Carex yunnanensis Franch.",0,1,0,0,0,3,0,0,0,0,0,0,0,0
"Carex zekogensis Y.C.Yang",0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Carex zikae Roalson & Waterway",0,0,0,0,0,35,0,7,0,0,0,0,0,0
"Carex zotovii (Hamlin) K.A.Ford",0,0,60,1,0,0,5,0,0,0,0,0,0,0
"Carex zuluensis C.B.Clarke",0,4,0,0,0,0,10,0,0,2,0,0,0,0
"Aciachne acicularis Laegaard",1,8,0,0,0,0,33,0,0,1,0,0,0,0
"Aciachne flagellifera Laegaard",0,1,0,0,0,0,10,0,0,0,0,0,0,0
"Aciachne pulvinata Benth.",0,6,0,0,0,0,26,0,0,0,0,0,0,0
"Acrachne racemosa (B.Heyne ex Roth) Ohwi",0,1,0,0,0,0,2,0,0,48,24,2,0,0
"Acritochaete volkensii Pilg.",0,4,0,0,0,0,3,0,0,0,0,0,0,0
"Acroceras excavatum (Henrard) Zuloaga & Morrone",7,20,0,0,0,0,0,0,0,7,0,0,0,0
"Acroceras tonkinense (Balansa) C.E.Hubb. ex Bor",3,14,0,0,0,0,1,0,1,0,0,0,0,0
"Acroceras zizanioides (Kunth) Dandy",32,340,0,2,4,0,1,0,15,152,5,13,0,0
"Aegilops bicornis Jaub. & Spach",0,0,1,0,0,0,0,12,0,0,7,0,0,0
"Aegilops biuncialis Vis.",0,0,2,1,0,0,0,67,0,0,0,0,0,0
"Aegilops caudata L.",0,0,0,0,0,0,0,50,0,0,0,0,0,0
"Aegilops columnaris Zhuk.",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Aegilops comosa Sibth. & Sm.",0,0,0,0,0,0,0,24,0,0,0,0,0,0
"Aegilops comosa subsp. heldreichii (Boiss.) Eig",0,0,0,0,0,0,0,11,0,0,0,0,0,0
"Aegilops comosa subsp. comosa",0,0,0,0,0,0,0,6,0,0,0,0,0,0
"Aegilops crassa Boiss. ex Hohen.",0,0,4,2,0,0,1,6,0,0,3,0,0,0
"Aegilops crassa var. crassa",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Aegilops geniculata Roth",0,0,21,0,0,5,0,243,0,0,0,0,0,0
"Aegilops juvenalis Eig",0,0,0,0,0,0,1,2,0,0,1,0,0,0
"Aegilops kotschyi Boiss.",0,0,5,3,0,0,2,4,0,0,14,0,0,0
"Aegilops kotschyi f. kotschyi",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Aegilops longissima Schweinf., Muschl. & Eig",0,0,0,0,0,0,0,2,0,0,1,0,0,0
"Aegilops peregrina (Hack.) Maire & Weiller",0,0,0,0,0,0,0,15,0,0,0,0,0,0
"Aegilops searsii Feldman & Kislev",0,0,0,0,0,0,0,2,0,0,1,0,0,0
"Aegilops sharonensis Eig",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Aegilops speltoides Tausch",0,0,2,0,1,3,0,16,0,0,1,0,0,0
"Aegilops speltoides subsp. speltoides",0,0,0,0,0,2,0,7,0,0,0,0,0,0
"Aegilops speltoides var. speltoides",0,0,2,1,0,0,1,2,0,0,0,0,0,0
"Aegilops speltoides subsp. ligustica (Savign.) Zhuk.",0,0,2,1,0,1,0,0,0,0,0,0,0,0
"Aegilops tauschii Coss.",0,0,8,1,0,0,1,0,0,0,7,0,0,0
"Aegilops tauschii subsp. tauschii",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Aegilops triuncialis var. triuncialis",0,0,3,0,0,0,0,2,0,0,0,0,0,0
"Aegilops umbellulata Zhuk.",0,0,3,1,0,0,0,15,0,0,0,0,0,0
"Aegilops uniaristata Vis.",0,0,0,0,0,0,0,12,0,0,0,0,0,0
"Aegilops vavilovii (Zhuk.) Chennav.",0,0,0,0,0,0,0,2,0,0,2,0,0,0
"Aegilops ventricosa Tausch",0,0,14,0,0,4,0,117,0,0,1,0,0,0
"Aeluropus lagopoides (L.) Thwaites",1,0,1,1,0,1,0,10,0,0,36,1,0,0
"Aeluropus littoralis Parl.",0,0,8,34,0,2,4,77,0,0,48,0,0,0
"Agropogon lutosus (Poir.) P.Fourn.",4,3,38,3,0,7,1,5,0,3,1,0,0,0
"Agropyron cristatum (L.) Gaertn.",0,0,138,306,1,121,41,54,0,0,135,0,40,2
"Agropyron cristatum subsp. cristatum",0,0,0,2,0,0,2,1,0,0,2,0,0,0
"Agropyron fragile (Roth) P.Candargy",0,0,1,22,0,0,0,0,0,0,15,0,0,0
"Agropyron mongolicum Keng",0,0,0,2,0,3,5,0,0,0,3,0,0,0
"Agrostis castellana Boiss. & Reut.",0,0,24,0,0,2,0,118,0,0,0,0,0,0
"Agrostis castellana var. castellana",0,0,4,0,0,0,0,31,0,0,0,0,0,0
"Agrostis clavata Trin.",0,29,167,3,0,15,0,0,0,0,0,6,18,4
"Agrostis durieui Willk.",0,0,14,0,0,0,0,15,0,0,0,0,0,0
"Agrostis exarata Trin.",2,0,7,34,16,331,0,44,0,0,99,0,9,2
"Agrostis gigantea subsp. gigantea",0,0,46,0,0,4,1,3,0,0,0,0,24,0
"Agrostis gigantea var. gigantea",0,0,0,0,0,0,0,0,0,0,0,0,7,0
"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb.",0,0,246,133,22,166,0,3,0,8,36,0,56,0
"Agrostis imbecilla Zotov",0,0,1,3,0,0,1,0,0,0,0,0,0,0
"Agrostis imberbis Phil.",0,0,8,2,0,0,3,0,0,0,0,0,0,0
"Agrostis mertensii Trin.",0,0,9,0,0,47,0,0,0,0,0,0,232,242
"Agrostis meyenii Trin.",0,2,22,8,0,0,11,1,0,2,1,0,0,0
"Agrostis muelleriana Vickery",0,0,23,4,0,0,27,0,0,0,0,0,0,0
"Agrostis muscosa Kirk",0,0,9,11,0,0,5,0,0,0,0,0,0,0
"Agrostis pallens Trin.",0,0,2,4,0,119,0,48,0,0,7,0,0,0
"Agrostis pallescens Cheeseman",0,0,0,4,0,0,2,0,0,0,0,0,0,0
"Agrostis personata Edgar",0,0,13,3,0,0,14,0,0,0,0,0,0,0
"Agrostis petriei Hack.",0,0,0,6,0,0,3,0,0,0,0,0,0,0
"Agrostis scabra Willd.",1,0,276,107,44,499,0,15,0,1,89,0,223,77
"Agrostis tenerrima Trin.",0,0,2,0,0,0,0,31,0,0,0,0,0,0
"Agrostis thurberiana Hitchc.",0,0,1,1,0,104,0,1,0,0,3,0,1,0
"Agrostis vinealis Schreb.",0,0,258,14,0,33,0,3,0,0,0,0,123,73
"Aira caryophyllea L.",0,7,258,23,1,82,18,220,0,4,3,0,0,0
"Aira cupaniana Guss.",0,0,102,12,0,0,2,121,0,0,5,0,0,0
"Aira praecox L.",0,0,66,0,0,7,0,28,0,0,0,0,0,3
"Airopsis tenella Coss. & Durieu",0,0,7,0,0,0,0,20,0,0,0,0,0,0
"Alexfloydia repens B.K.Simon",0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Allolepis texana (Vasey) Soderstr. & H.F.Decker",0,0,0,0,1,0,0,0,0,0,8,0,0,0
"Alloteropsis angusta Stapf",0,1,0,0,0,0,0,0,0,2,0,0,0,0
"Alloteropsis paniculata Stapf",3,26,0,0,0,0,0,0,0,9,0,1,0,0
"Alloteropsis papillosa Clayton",0,5,0,0,0,0,1,0,0,3,0,0,0,0
"Alopecurus aequalis Sobol.",1,48,622,196,1,372,8,39,0,0,128,1,457,161
"Alopecurus aequalis subsp. sonomensis P.Rubtzov",0,0,0,0,0,1,0,2,0,0,0,0,0,0
"Alopecurus geniculatus L.",0,0,72,0,0,20,0,10,0,0,0,0,33,20
"Alopecurus geniculatus var. geniculatus",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Alopecurus gerardii Vill.",0,0,8,0,0,4,0,24,0,0,0,0,0,0
"Alopecurus gerardii var. gerardii",0,0,0,1,0,2,0,0,0,0,0,0,0,6
"Alopecurus japonicus Steud.",0,0,30,0,0,0,0,0,0,0,0,0,0,0
"Alopecurus magellanicus Lam.",0,0,3,9,0,27,5,0,0,0,2,0,41,379
"Alopecurus myosuroides Huds.",0,0,170,4,0,6,0,122,0,0,0,0,25,2
"Alopecurus pratensis subsp. pratensis",0,0,7,0,0,1,0,0,0,0,0,0,5,3
"Alopecurus pratensis subsp. alpestris (Wahlenb.) Selander",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Alopecurus pratensis subsp. laguriformis (Schur) Tzvelev",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Alopecurus textilis Boiss.",0,0,14,2,0,6,0,2,0,0,0,0,0,0
"Alopecurus vaginatus (Willd.) Kunth",0,0,17,3,0,0,0,0,0,0,0,0,0,0
"Ammochloa palaestina Boiss.",0,0,0,0,0,0,0,11,0,0,3,0,0,0
"Ammophila arenaria subsp. arenaria",0,0,6,0,0,10,0,15,0,0,0,0,0,0
"Ammophila arenaria subsp. australis (Mabille) M.Laínz",0,0,11,0,0,0,0,1,0,0,0,0,0,0
"Ammophila champlainensis F.Seym.",0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Ampelocalamus actinotrichus (Merr. & Chun) S.L.Chen, T.H.Wen & G.Y.Sheng",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Ampelocalamus microphyllus (Y.i.Hsueh) Hsueh & T.P.Yi",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Ampelodesmos mauritanicus (Poir.) T.Durand & Schinz",0,0,1,0,0,0,0,37,0,0,0,0,0,0
"Amphicarpum amphicarpon (Pursh) Nash",0,0,3,0,0,16,0,0,0,0,0,0,0,0
"Amphicarpum muhlenbergianum (Schult.) Hitchc.",0,0,0,0,0,27,0,0,0,0,0,2,0,0
"Amphipogon amphipogonoides Vickery",0,0,0,0,0,0,0,25,0,0,0,0,0,0
"Amphipogon caricinus F.Muell.",0,0,6,77,0,0,0,144,0,31,211,0,0,0
"Amphipogon strictus R.Br.",0,0,47,1,0,0,0,89,0,0,2,0,0,0
"Ancistrachne uncinulata (R.Br.) S.T.Blake",0,5,31,17,0,0,0,0,0,92,0,0,0,0
"Andropogon bicornis L.",38,499,0,0,30,0,0,0,16,158,24,16,0,0
"Andropogon bicornis var. bicornis",1,4,0,0,0,0,0,0,0,0,0,0,0,0
"Andropogon chinensis (Nees) Merr.",0,11,0,0,0,0,2,0,2,106,2,1,0,0
"Andropogon distachyos L.",0,0,1,0,0,1,0,83,0,0,0,0,0,0
"Andropogon gayanus var. bisquamulatus (Hochst.) Hack.",0,1,0,0,0,0,0,0,0,25,0,0,0,0
"Andropogon gayanus var. polycladus (Hack.) Clayton",0,21,0,0,0,0,1,0,1,46,0,1,0,0
"Andropogon gayanus var. tridentatus Hack.",0,0,0,0,0,0,0,0,0,8,1,0,0,0
"Andropogon gayanus var. gayanus",0,1,0,0,0,0,0,0,2,8,0,1,0,0
"Andropogon gerardii var. gerardii",0,0,2,3,0,0,0,0,0,0,0,0,0,0
"Andropogon glomeratus var. scabriglumus C.S.Campb.",0,0,0,0,0,1,0,13,0,0,6,0,0,0
"Andropogon glomeratus var. glomeratus",1,12,29,8,6,84,0,0,1,6,1,1,0,0
"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.",27,87,22,10,43,59,0,17,21,7,61,1,0,0
"Andropogon ternarius Michx.",0,1,76,28,0,82,0,0,0,3,2,0,0,0
"Andropogon ternarius var. tenuis Vasey",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Aniselytron treutleri (Kuntze) Soják",0,13,3,0,0,11,1,0,0,0,0,0,0,0
"Anisopogon avenaceus R.Br.",0,0,35,0,0,0,0,0,0,0,0,0,0,0
"Anthaenantiopsis rojasiana Parodi",0,2,0,0,0,0,0,0,0,0,0,6,0,0
"Anthenantia rufa (Elliott) Schult.",0,0,0,0,0,8,0,0,0,0,0,0,0,0
"Anthephora cristata Hack. ex De Wild. & T.Durand",0,19,0,0,0,0,0,0,2,18,0,0,0,0
"Anthephora elongata De Wild.",0,2,0,0,0,0,0,0,0,36,0,0,0,0
"Anthephora pubescens Nees",0,1,0,0,0,0,7,0,0,18,24,0,0,0
"Anthoxanthum amarum Brot.",0,0,9,0,0,0,0,0,0,0,0,0,0,0
"Anthoxanthum odoratum L.",0,0,25,0,0,3,0,30,0,0,0,0,0,0
"Anthoxanthum odoratum subsp. odoratum",0,0,8,0,0,0,0,4,0,0,0,0,0,0
"Antinoria agrostidea Parl.",0,0,3,0,0,0,0,35,0,0,0,0,0,0
"Antinoria agrostidea subsp. annua (Lge.) P.Silva",0,0,0,0,0,0,0,15,0,0,0,0,0,0
"Antinoria agrostidea subsp. agrostidea",0,0,0,0,0,0,0,8,0,0,0,0,0,0
"Antinoria agrostidea subsp. natans (Hack.) Rivas Mart.",0,0,0,0,0,0,0,8,0,0,0,0,0,0
"Apera spica-venti P.Beauv.",0,0,238,20,0,9,0,6,0,0,1,0,165,15
"Apluda mutica L.",14,143,2,0,3,9,1,0,1,5,6,0,0,0
"Apochiton burttii C.E.Hubb.",0,0,0,0,0,0,0,0,0,6,0,0,0,0
"Apocopis collinus Balansa.",1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Apocopis courtallumensis (Steud.) Henrard",2,2,0,0,0,0,0,0,0,0,0,0,0,0
"Arctagrostis latifolia subsp. latifolia",0,0,0,0,0,0,0,0,0,0,0,0,7,134
"Arctagrostis latifolia Griseb.",0,0,0,1,0,10,2,0,0,0,0,0,135,357
"Arctophila fulva (Trin.) Andersson",0,0,0,0,0,4,0,0,0,0,0,0,100,258
"Aristida abnormis Chiov.",0,0,0,0,0,1,1,0,0,0,3,0,0,0
"Aristida adoensis Hochst. ex A.Rich.",0,9,0,0,0,0,0,0,0,6,0,0,0,0
"Aristida adscensionis L.",92,27,4,79,94,31,0,28,10,3,360,0,0,0
"Aristida adscensionis var. mandrarensis A.Camus",0,1,0,0,0,0,0,0,0,0,2,0,0,0
"Aristida adscensionis var. condensata Hack.",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aristida anisochaeta Clayton",0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Aristida anthoxanthoides Henrard",0,0,4,37,0,0,0,0,0,31,135,0,0,0
"Aristida appressa Vasey",19,2,0,0,40,0,0,0,0,0,13,0,0,0
"Aristida arizonica Vasey",4,0,0,6,30,34,0,0,0,0,34,0,0,0
"Aristida asplundii Henrard",1,0,0,0,0,0,9,0,0,0,0,0,0,0
"Aristida barbicollis Trin. & Rupr.",0,13,0,0,0,0,10,0,0,15,29,0,0,0
"Aristida behriana F.Muell.",0,0,49,35,0,0,0,42,0,0,9,0,0,0
"Aristida calycina R.Br.",0,5,94,77,0,0,0,3,0,187,7,0,0,0
"Aristida capillacea Lam.",23,46,0,0,12,0,0,0,2,87,3,1,0,0
"Aristida caput-medusae Domin",0,0,21,31,0,0,0,0,0,70,0,0,0,0
"Aristida condensata Chapm.",0,0,0,0,0,17,0,0,0,0,0,1,0,0
"Aristida congesta Roem. & Schult.",0,0,0,0,0,0,12,1,0,15,26,0,0,0
"Aristida constricta Longhi-Wagner",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Aristida contorta F.Muell.",0,2,11,85,0,0,0,126,0,94,509,0,0,0
"Aristida curtissii Nash",0,0,10,7,0,0,0,0,0,0,0,0,0,0
"Aristida curvifolia E.Fourn.",2,0,0,0,14,0,0,0,0,0,28,0,0,0
"Aristida dasydesmis Mez",0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Aristida desmantha Trin. & Rupr.",0,0,11,9,0,7,0,0,0,0,0,0,0,0
"Aristida dichotoma var. dichotoma",0,0,53,19,0,3,0,0,0,0,0,0,0,0
"Aristida dichotoma Michx.",0,0,50,16,0,8,0,0,0,0,0,0,0,0
"Aristida dichotoma var. curtissii A.Gray ex S.Watson & Coulter",0,0,2,22,0,0,0,0,0,0,0,0,0,0
"Aristida diffusa Trin.",0,0,0,0,0,0,9,2,0,5,13,0,0,0
"Aristida diminuta (Mez) C.E.Hubb.",0,0,0,0,0,0,1,0,0,9,0,0,0,0
"Aristida echinata Henrard",0,0,21,55,0,0,0,1,0,27,0,0,0,0
"Aristida effusa Henrard",0,0,0,0,0,0,1,0,0,11,6,0,0,0
"Aristida eludens Allred & Valdés-Reyna",0,0,0,0,7,0,0,0,0,0,6,0,0,0
"Aristida funiculata Trin. & Rupr.",0,0,0,0,0,0,0,0,0,25,5,0,0,0
"Aristida gypsophila Beetle",0,0,0,0,2,0,0,0,0,0,4,0,0,0
"Aristida gyrans Chapm.",0,0,0,0,0,11,0,0,0,0,0,0,0,0
"Aristida hamulosa Henrard",1,0,0,9,15,14,0,27,0,0,89,0,0,0
"Aristida havardii Vasey",6,1,0,23,20,10,0,0,0,0,74,0,0,0
"Aristida hintonii Hitchcock",14,0,0,0,8,0,0,0,0,0,1,0,0,0
"Aristida holathera Domin",0,0,0,1,0,0,0,27,0,72,71,0,0,0
"Aristida holathera var. holathera",0,3,15,67,0,0,0,55,0,339,410,0,0,0
"Aristida holathera var. latifolia (B.K.Simon) B.K.Simon",0,0,0,0,0,0,0,0,0,11,1,0,0,0
"Aristida hordeacea Kunth",0,0,0,0,0,0,1,0,0,62,2,1,0,0
"Aristida hubbardiana Schweick.",0,0,0,0,0,0,0,0,0,4,1,0,0,0
"Aristida hygrometrica R.Br.",0,0,0,0,0,0,0,0,0,154,25,0,0,0
"Aristida inaequiglumis Domin",0,0,0,1,0,0,0,0,0,190,155,0,0,0
"Aristida ingrata Domin",0,1,62,115,0,0,0,6,0,162,6,0,0,0
"Aristida jorullensis Kunth",45,7,0,0,15,0,0,0,3,0,0,0,0,0
"Aristida kelleri Hack.",0,0,0,0,0,0,0,0,0,9,2,0,0,0
"Aristida kenyensis Henrard",0,2,0,0,0,0,0,0,0,21,0,0,0,0
"Aristida lanosa Muhl. ex Elliott",0,0,11,2,0,27,0,0,0,0,0,0,0,0
"Aristida latifolia Domin",0,3,3,32,0,0,0,1,0,318,139,0,0,0
"Aristida laxa Cav.",28,2,0,0,60,0,0,0,0,0,16,0,0,0
"Aristida leptopoda Benth.",0,0,20,33,0,0,0,0,0,72,0,0,0,0
"Aristida longespica var. longespica",0,0,13,18,0,10,0,0,0,2,0,0,0,0
"Aristida longespica Poir.",0,1,66,43,2,27,0,0,0,4,1,0,0,0
"Aristida longicollis Henrard",0,0,1,0,0,0,0,0,0,26,3,0,0,0
"Aristida longifolia Trin.",9,47,0,0,0,0,0,0,3,71,32,3,0,0
"Aristida macroclada Henrard",0,0,0,0,0,0,0,0,0,19,0,0,0,0
"Aristida macroclada subsp. queenslandica B.K.Simon",0,11,0,0,0,0,0,0,0,16,0,0,0,0
"Aristida macroclada subsp. macroclada",0,0,0,0,0,0,0,0,0,30,0,0,0,0
"Aristida mendocina Phil.",5,1,0,17,0,0,16,0,0,42,0,0,0,0
"Aristida meridionalis Henrard",0,0,0,0,0,0,2,0,0,13,15,2,0,0
"Aristida minutiflora Caro",0,0,0,5,0,0,3,0,0,11,0,0,0,0
"Aristida mohrii Nash",0,0,0,0,0,9,0,0,0,0,0,0,0,0
"Aristida murina Cav.",0,0,0,21,0,0,0,0,0,1,0,1,0,0
"Aristida nitidula (Henrard) S.T.Blake",0,0,0,16,0,0,0,3,0,16,153,0,0,0
"Aristida obscura Henrard",0,0,5,37,0,0,0,1,0,13,85,0,0,0
"Aristida oligantha Michx.",0,0,56,141,0,3,0,0,0,0,1,0,0,0
"Aristida palustris Vasey",0,0,0,0,0,13,0,0,0,1,0,0,0,0
"Aristida pansa Wooton & Standl.",5,3,0,4,20,5,0,0,0,0,90,0,0,0
"Aristida parvula (Nees) De Winter",0,0,0,0,0,0,0,0,0,0,15,0,0,0
"Aristida patula Chapm. ex Nash",0,2,0,0,0,12,0,0,0,0,0,3,0,0
"Aristida perniciosa Domin",0,3,0,0,0,0,0,0,0,42,0,0,0,0
"Aristida pruinosa Domin",0,0,0,0,0,0,0,0,0,156,25,0,0,0
"Aristida purpurascens var. purpurascens",0,1,29,18,0,35,0,0,0,4,0,1,0,0
"Aristida purpurascens Poir.",1,3,59,48,6,65,0,0,0,4,1,0,0,0
"Aristida purpurascens var. glaucissima Kearney",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Aristida purpurea Nutt.",0,0,2,96,6,38,0,14,0,5,252,0,0,0
"Aristida purpurea var. purpurea",0,5,2,61,14,11,0,9,0,5,137,0,0,0
"Aristida queenslandica var. dissimilis (S.T.Blake) B.K.Simon",0,7,20,2,0,0,0,0,0,56,0,0,0,0
"Aristida queenslandica var. queenslandica",0,2,18,0,0,0,0,0,0,39,0,0,0,0
"Aristida queenslandica Henrard",0,2,4,0,0,0,0,0,0,18,0,0,0,0
"Aristida ramosa R.Br.",0,0,103,34,0,0,2,0,0,48,0,0,0,0
"Aristida ramosissima Engelm. ex A.Gray",0,0,3,9,0,0,0,0,0,0,0,0,0,0
"Aristida recurvata Kunth",14,29,0,0,2,0,0,0,0,33,3,0,0,0
"Aristida rhiniochloa Hochst.",0,0,0,0,0,0,0,0,0,15,2,1,0,0
"Aristida rhizomophora Swallen",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Aristida riparia Trin.",22,17,0,0,0,0,0,0,0,85,3,2,0,0
"Aristida schiedeana Trin. & Rupr.",26,3,0,0,139,27,0,4,0,0,57,0,0,0
"Aristida scribneriana Hitchc.",8,0,0,0,19,0,0,0,0,0,15,0,0,0
"Aristida setacea Retz.",2,1,0,0,0,0,0,0,0,0,0,0,0,0
"Aristida setifolia Kunth",10,30,0,0,0,0,0,0,2,92,55,0,0,0
"Aristida somalensis Stapf",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Aristida spanospicula Allred, Valdés-Reyna & Sánchez-Ken",0,0,0,0,8,0,0,0,0,0,2,0,0,0
"Aristida spectabilis Hack.",0,0,0,0,0,0,2,0,0,6,3,0,0,0
"Aristida spiciformis Elliott",0,0,0,0,0,29,0,0,0,0,0,0,0,0
"Aristida stipitata Hack.",0,0,0,0,0,0,2,0,0,4,9,3,0,0
"Aristida stipitata subsp. graciliflora (Pilg.) Melderis",0,7,0,0,0,0,3,0,0,8,1,1,0,0
"Aristida stipitata subsp. spicata (De Winter) Melderis",0,0,0,0,0,0,0,0,0,0,6,0,0,0
"Aristida stipitata subsp. stipitata",0,0,0,0,0,0,0,0,0,2,1,0,0,0
"Aristida stipitata subsp. ramifera (Pilg.) Melderis",0,0,0,0,0,0,0,0,0,1,0,3,0,0
"Aristida stipitata subsp. robusta (Stent & J.M.Rattray) Melderis",0,0,0,0,0,0,0,0,0,1,0,2,0,0
"Aristida stipoides Lam.",0,0,0,0,0,0,0,0,0,28,1,3,0,0
"Aristida stricta Michx.",0,0,4,0,0,36,0,0,1,0,0,0,0,0
"Aristida subspicata Trin. & Rupr.",0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Aristida superpendens Domin",0,4,0,0,0,0,0,0,0,64,0,0,0,0
"Aristida ternipes Cav.",129,23,0,0,53,12,0,10,7,1,125,0,0,0
"Aristida torta Kunth",5,49,0,0,4,0,0,0,2,60,7,0,0,0
"Aristida transvaalensis Henrard",0,0,0,0,0,0,6,0,0,3,0,0,0,0
"Aristida tuberculosa Nutt.",0,0,11,3,0,19,0,0,0,0,0,0,0,0
"Aristida uruguayensis Henrard",0,0,0,9,0,0,0,0,0,3,0,1,0,0
"Aristida utilis F.M.Bailey",0,6,0,0,0,0,0,0,0,44,0,0,0,0
"Aristida vagans Cav.",0,0,72,16,0,0,0,0,0,3,0,0,0,0
"Aristida venesuelae Henrard",2,3,0,0,0,0,0,0,0,0,0,0,0,0
"Aristida vestita Thunb.",0,0,0,0,0,0,2,5,0,1,16,0,0,0
"Aristida vexativa Henrard",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Arrhenatherum album (Vahl) Clayton",0,0,1,0,0,1,0,80,0,0,0,0,0,0
"Arrhenatherum album subsp. album",0,0,0,0,0,0,0,38,0,0,0,0,0,0
"Arrhenatherum elatius subsp. elatius",0,0,5,0,0,0,0,14,0,0,0,0,3,0
"Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl",0,0,27,1,0,3,0,17,0,0,0,0,3,1
"Arrhenatherum elatius subsp. sardoum (E.Schmid) Gamisans",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Arrhenatherum elatius subsp. bulbosum (Willd.) Schübl. & G.Martens",0,0,1,0,0,0,0,2,0,0,0,0,0,0
"Arrhenatherum longifolium Dulac",0,0,25,0,0,0,0,1,0,0,0,0,0,0
"Arrhenatherum palaestinum Boiss.",0,0,2,0,0,0,0,16,0,0,0,0,0,0
"Arthraxon hispidus (Thunb.) Makino",20,175,236,9,38,45,16,1,0,32,12,1,0,0
"Arthraxon lanceolatus Hochst.",0,7,4,0,1,8,1,0,0,0,0,0,0,0
"Arthropogon villosus Nees",0,1,0,0,0,0,0,0,0,31,0,0,0,0
"Arthrostylidium ecuadorense Judz. & L.G.Clark",0,5,0,0,0,0,3,0,0,0,0,0,0,0
"Arthrostylidium excelsum Griseb.",4,7,0,0,1,0,0,0,0,0,2,0,0,0
"Arthrostylidium merostachyoides R.W.Pohl",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Arundinaria appalachiana Triplett, Weakley & L.G.Clark",0,0,6,0,0,0,0,0,0,0,0,0,0,0
"Arundinaria gigantea (Walter) Muhl.",0,0,90,9,0,45,0,0,0,3,0,0,0,0
"Arundinaria tecta (Walter) Muhl.",0,0,17,0,0,25,0,0,0,0,0,0,0,0
"Arundinella bengalensis Druce",1,24,0,0,0,4,0,0,0,0,0,0,0,0
"Arundinella berteroniana Hitchcock & Chase",24,152,0,0,31,0,3,0,2,7,2,0,0,0
"Arundinella deppeana Nees",17,74,0,0,33,0,0,0,2,0,2,0,0,0
"Arundinella hirta (Thunb.) Tanaka",0,17,208,4,0,8,0,0,0,0,0,15,0,0
"Arundinella hirta var. aristata (Honda) Koidz.",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Arundinella hispida Kuntze",14,65,0,3,11,0,1,0,0,97,1,1,0,0
"Arundinella hispida var. hispida",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Arundinella nepalensis Trin.",0,15,44,19,0,0,0,0,0,214,2,0,0,0
"Arundinella setosa Trin.",9,118,12,0,0,12,0,0,0,92,2,0,0,0
"Arundo formosana Hack.",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Arundo formosana subsp. formosana",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Arundo plinii Turra",0,0,2,0,0,0,0,21,0,0,0,0,0,0
"Astrebla elymoides F.Muell. ex F.M.Bailey",0,0,1,44,0,0,0,0,0,139,45,0,0,0
"Astrebla lappacea Domin",0,0,5,75,0,0,0,1,0,117,75,0,0,0
"Astrebla pectinata (Lindl.) Benth.",0,0,0,43,0,0,0,0,0,102,201,0,0,0
