"wcvp_name","gbif_name"
"Hedyotis platyphylla","Hedyotis platyphylla Merr."
"Rosa valentinae","Rosa valentinae Galushko"
"Rosa vassilczenkoi","Rosa vassilczenkoi Tkatsch."
"Rosa × verticillacantha","Rosa verticillacantha Mérat"
"Hedyotis ponapensis","Hedyotis ponapensis (Valeton) Kaneh."
"Hedyotis ponapensis var. ponapensis","Hedyotis ponapensis var. ponapensis"
"Rosa × victoria-hungarorum","Rosa victoria-hungarorum Borbás"
"Hedyotis ponapensis var. robusta","Hedyotis ponapensis var. robusta Hosok."
"Rosa villosa","Rosa villosa L."
"Hedyotis prolifera","Hedyotis prolifera Fosberg"
"Hedyotis prostrata","Hedyotis prostrata (Blume) Korth."
"Hedyotis protrusa","Hedyotis protrusa Stapf"
"Hedyotis pruinosa","Hedyotis pruinosa Wight & Arn."
"Rosa virginiana","Rosa virginiana Mill."
"Hedyotis pubescens","Hedyotis pubescens (Valeton) Merr. & L.M.Perry"
"Hedyotis pulchella","Hedyotis pulchella Stapf"
"Hedyotis pulcherrima","Hedyotis pulcherrima Dunn"
"Hedyotis punicea","Hedyotis punicea Craib"
"Hedyotis purpurascens","Hedyotis purpurascens Hook.f."
"Rosa × vituperabilis","Rosa ×vituperabilis Duffort ex Rouy"
"Rosa × warleyensis","Rosa ×warleyensis E.Willm."
"Rosa webbiana","Rosa webbiana Vilm. & Bois"
"Rosa weisiensis","Rosa weisiensis T.T.Yu & T.C.Ku"
"Hedyotis quinquinervia","Hedyotis quinquinervia Thwaites"
"Rosa willmottiae","Rosa willmottiae Hemsl."
"Rosa willmottiae var. glandulifera","Rosa willmottiae var. glandulifera T.T.Yu & T.C.Ku"
"Rosa woodsii","Rosa woodsii Regel"
"Rosa woodsii subsp. arizonica","Rosa woodsii subsp. arizonica (Rydb.) W.H.Lewis & Ertter"
"Rosa woodsii subsp. gratissima","Rosa woodsii subsp. gratissima (Greene) W.H.Lewis & Ertter"
"Rosa woodsii subsp. manca","Rosa woodsii subsp. manca (Greene) W.H.Lewis & Ertter"
"Rosa woodsii subsp. puberulenta","Rosa woodsii subsp. puberulenta (Rydb.) W.H.Lewis & Ertter"
"Rosa woodsii subsp. ultramontana","Rosa woodsii var. ultramontana (S.Watson) Jeps."
"Hedyotis ramarowii","Hedyotis ramarowii (Gamble) R.S.Rao & Hemadri"
"Rosa wulfenii","Rosa wulfenii Tratt."
"Rosa xanthina","Rosa xanthina Crép."
"Hedyotis ramarowii var. ramarowii","Hedyotis ramarowii var. ramarowii"
"Rosa yuyamensis","Rosa yuyamensis Uyeki"
"Rosa zalana","Rosa ×zalana Wiesb."
"Angraecum xylopus","Angraecum xylopus Rchb.f."
"Rosa zaramagensis","Rosa zaramagensis Demurova"
"Rosa zhongdianensis","Rosa zhongdianensis T.C.Ku"
"Rosa zuvandica","Rosa zuvandica Gadzh."
"Rubus","Rubus L."
"Rubus abchaziensis","Rubus abchaziensis Sudre"
"Rubus abietinus","Rubus abietinus E.Barber"
"Rubus absconditus","Rubus absconditus Lefèvre & P.J.Müll."
"Rubus acanthodes","Rubus acanthodes Sabr."
"Rubus acanthophyllos","Rubus acanthophyllos Focke"
"Rubus acclivitatum","Rubus acclivitatum W.C.R.Watson"
"Rubus accrescens","Rubus accrescens Newton"
"Rubus × acer","Rubus acer L.H.Bailey"
"Rubus acheruntinus","Rubus acheruntinus (Ten.) Ten."
"Rubus × acicularis","Rubus ×acicularis Lefèvre & P.J.Müll."
"Rubus aciodontus","Rubus aciodontus P.J.Müll. & Lefèvre"
"Rubus acridentulus","Rubus acridentulus P.J.Müll. ex Boulay"
"Angraecum yuccifolium","Angraecum yuccifolium Bojer"
"Rubus aculeolatus","Rubus aculeolatus P.J.Müll."
"Rubus acuminatissimus","Rubus acuminatissimus Hassk."
"Rubus acuminatus","Rubus acuminatus Lindeb."
"Rubus acuminatus var. puberulus","Rubus acuminatus var. puberulus T.T.Yu & L.T.Lu"
"Rubus acutifrons","Rubus acutifrons Ley"
"Rubus acutipetalus","Rubus acutipetalus Lefèvre & P.J.Müll."
"Rubus adamsii","Rubus adamsii Sudre"
"Rubus adenoleucus","Rubus adenoleucus Chaboiss."
"Rubus adenomallus","Rubus adenomallus Focke"
"Rubus adenophorus","Rubus adenophorus Rolfe"
"Rubus adenothallus","Rubus adenothallus Focke"
"Rubus adenotrichos","Rubus adenotrichos Schltdl."
"Rubus adornatoides","Rubus adornatoides H.E.Weber"
"Hedyotis resupinata","Hedyotis resupinata Ridl."
"Rubus adscharicus","Rubus adscharicus Sanadze"
"Rubus adscitus","Rubus adscitus Genev."
"Angraecum zaratananae","Angraecum zaratananae Schltr."
"Rubus adspersus","Rubus adspersus Weihe ex H.E.Weber"
"Hedyotis rhinophylla","Hedyotis rhinophylla Thwaites ex Trimen"
"Rubus adulans","Rubus adulans A.Beek"
"Rubus aenigmaticus","Rubus aenigmaticus Focke"
"Rubus aequalidens","Rubus aequalidens Newton"
"Hedyotis ridleyana","Hedyotis ridleyana Craib"
"Rubus aethiopicus","Rubus aethiopicus R.A.Graham"
"Rubus aetnicus","Rubus aetnicus Tineo ex Nyman"
"Rubus affinis","Rubus affinis Liebm."
"Hedyotis rigida","Hedyotis rigida (Blume) Walp."
"Rubus aggregatus","Rubus aggregatus Kaltenb."
"Hedyotis rivalis","Hedyotis rivalis Ridl."
"Rubus aghadergensis","Rubus aghadergensis D.E.Allen"
"Rubus ahenifolius","Rubus ahenifolius W.C.R.Watson"
"Rubus alaskensis","Rubus ×alaskensis L.H.Bailey"
"Rubus albicomiformis","Rubus albicomiformis (Sabr.) Fritsch"
"Rubus albicomus","Rubus albicomus Sabr."
"Rubus albiflorus","Rubus albiflorus Boulay & Lucand"
"Rubus albionis","Rubus albionis W.C.R.Watson"
"Rubus alceifolius","Rubus alceifolius Poir."
"Rubus alexeterius","Rubus alexeterius Focke"
"Rubus alexeterius var. acaenocalyx","Rubus alexeterius var. acaenocalyx (H.Hara) T.T.Yu & L.T.Lu"
"Rubus allanderi","Rubus allanderi H.Hyl."
"Rubus allegheniensis","Rubus allegheniensis Porter"
"Hedyotis rugosa","Hedyotis rugosa (Blume) Korth."
"Rubus almorensis","Rubus almorensis Dunn"
"Rubus alnicola","Rubus amnicola Blanch."
"Rubus alnifolius","Rubus alnifolius Rydb."
"Rubus alpestris","Rubus alpestris Blume"
"Rubus alpinus","Rubus alpinus Macfad."
"Rubus alterniflorus","Rubus alterniflorus Sudre"
"Angraecum zeylanicum","Angraecum zeylanicum Lindl."
"Hedyotis sachetiana","Hedyotis sachetiana Fosberg"
"Rubus altiarcuatus","Rubus altiarcuatus W.P.C.Barton & Ridd."
"Rubus alumnus","Rubus alumnus L.H.Bailey"
"Rubus amabilis","Rubus amabilis Focke"
"Rubus amabilis var. aculeatissimus","Rubus amabilis var. aculeatissimus T.T.Yu & L.T.Lu"
"Rubus amabilis var. microcarpus","Rubus amabilis var. microcarpus T.T.Yu & L.T.Lu"
"Rubus amamianus","Rubus amamianus Hatus. & Ohwi"
"Rubus ambigens","Rubus ambigens Fernald"
"Rubus ambrosius","Rubus ambrosius Trávn. & Oklej."
"Rubus ambulans","Rubus ambulans Matzk."
"Rubus amiantinus","Rubus amiantinus (Focke) Foerster"
"Rubus amisiensis","Rubus amisiensis H.E.Weber"
"Rubus ammobius","Rubus ammobius Buchenau & Focke"
"Rubus ammobius subsp. pseudoplicatus","Rubus ammobius var. pseudoplicatus (Frid. & Gelert) H.E.Weber"
"Rubus amoenus","Rubus amoenus Port. ex Lange"
"Hedyotis sarmentosa","Hedyotis sarmentosa Craib"
"Hedyotis scaberrima","Hedyotis scaberrima Merr."
"Rubus amphidasys","Rubus amphidasys Focke"
"Rubus amphimalacus","Rubus amphimalacus H.E.Weber"
"Rubus amphistrophos","Rubus amphistrophos (Focke) H.E.Weber"
"Hedyotis scaberula","Hedyotis scaberula Hook.f."
"Rubus amplificatus","Rubus amplificatus Lees"
"Rubus amplifrons","Rubus amplifrons Sudre"
"Rubus amplus","Rubus amplus Fritsch ex Halácsy"
"Hedyotis scabridifolia","Hedyotis scabridifolia Kaneh."
"Hedyotis scabridifolia var. scabridifolia","Hedyotis scabridifolia var. scabridifolia"
"Rubus andegavensis","Rubus andegavensis Bouvet"
"Rubus andersonii","Rubus andersonii LefŠvre"
"Rubus andicola","Rubus andicola Focke"
"Hedyotis scabridifolia var. stonei","Hedyotis scabridifolia var. stonei Fosberg"
"Rubus anglobelgicus","Rubus anglobelgicus D.E.Allen & Vannerom"
"Rubus anglofuscus","Rubus anglofuscus Edees"
"Rubus angloserpens","Rubus angloserpens Edees & A.Newton"
"Rubus angustibracteatus","Rubus angustibracteatus T.T.Yu & L.T.Lu"
"Rubus angusticuspis","Rubus angusticuspis Sudre"
"Rubus angustifrons","Rubus angustifrons Sudre"
"Rubus angustipaniculatus","Rubus angustipaniculatus Holub"
"Rubus angustisetus","Rubus angustisetus (Sudre) Y.Hesl.-Harr."
"Rubus anisacanthoides","Rubus anisacanthoides Sudre"
"Rubus anisacanthopsis","Rubus anisacanthopsis H.E.Weber"
"Rubus anisacanthos","Rubus anisacanthos G.Braun"
"Rubus annamensis","Rubus annamensis Cardot"
"Rubus anoplocladus","Rubus anoplocladus Sudre"
"Rubus antonii","Rubus antonii Sabr. ex Sudre, 1913"
"Rubus apatelus","Rubus apatelus R.Keller"
"Rubus apertiflorus","Rubus apertiflorus P.J.Müll. ex Boulay"
"Rubus apetalus","Rubus apetalus Poir."
"Rubus apetalus var. glaber","Rubus apetalus var. glaber (Cordem.) F.Friedmann"
"Rubus aphidifer","Rubus aphidifer A.Beek & K.Meijer"
"Rubus apiculatus","Rubus apiculatus Sudre"
"Rubus apricus","Rubus apricus P.J.Müll."
"Rubus aquarum","Rubus aquarum A.Newton & M.Porter"
"Rubus arabicus","Rubus arabicus (Deflers) Schweinf."
"Rubus arachnoideus","Rubus arachnoideus Y.C.Liu & F.Y.Lu"
"Rubus archboldianus","Rubus archboldianus Merr. & Perry"
"Rubus × arctatus","Rubus arctatus Schmidely"
"Rubus arcticus","Rubus arcticus Card"
"Rubus arcticus subsp. acaulis","Rubus arcticus subsp. acaulis (Michx.) Focke"
"Acalypha parvula","Acalypha parvula Hook.f."
"Rubus arcticus subsp. stellatus","Rubus arcticus var. stellatus (Sm.) B.Boivin"
"Rubus arduennensis","Rubus arduennensis Lib. ex Erichsen"
"Annea afzelii","Annea afzelii (Oliv.) Mackinder & Wieringa"
"Afrocalliandra","Afrocalliandra E.R.Souza & L.P.Queiroz"
"Afrocalliandra gilbertii","Afrocalliandra gilbertii (Thulin & Hunde) E.R.Souza & L.P.Queiroz"
"Rubus × areschougii","Rubus ×areschougii A.Blytt"
"Hedyotis schlechteri","Hedyotis schlechteri Merr. & L.M.Perry"
"Rubus argentifrons","Rubus argentifrons L.H.Bailey"
"Rubus argutus","Rubus argutus Link"
"Rubus ariconiensis","Rubus ariconiensis A.Newton & M.Porter"
"Rubus aristisepalus","Rubus aristisepalus (Sudre) W.C.R.Watson"
"Rubus armeniacus","Rubus armeniacus Focke"
"Rubus armipotens","Rubus armipotens Barton ex A.Newton"
"Rubus arrhenii","Rubus arrhenii Beurl. ex Nyman"
"Rubus arrheniiformis","Rubus arrheniiformis W.C.R.Watson ex Sell & Walters"
"Rubus arvinus","Rubus arvinus Lefèvre & P.J.Müll."
"Rubus asclepiadeus","Rubus asclepiadeus Borbás"
"Rubus asirensis","Rubus asirensis D.F.Chamb."
"Rubus asperidens","Rubus asperidens Bouvet"
"Rubus assamensis","Rubus assamensis Focke"
"Hedyotis sessilifolia","Hedyotis sessilifolia E.T.Geddes"
"Rubus × astarae","Rubus ×astarae Gilli"
"Rubus atrebatum","Rubus atrebatum Newton"
"Rubus atrichantherus","Rubus atrichantherus E.L.Krause"
"Rubus atrovinosus","Rubus atrovinosus H.E.Weber"
"Rubus augustus","Rubus augustus Hormuz."
"Hedyotis shettyi","Hedyotis shettyi K.Ravik. & V.Lakshm."
"Rubus aurantiacus var. obtusifolius","Rubus aurantiacus var. obtusifolius T.T.Yu & L.T.Lu"
"Rubus aureolus","Rubus aureolus Allander"
"Rubus australis","Rubus australis G.Forst."
"Hedyotis sibuyanensis","Hedyotis sibuyanensis Elmer"
"Rubus austromoravicus","Rubus austromoravicus Holub"
"Rubus austroslovacus","Rubus austroslovacus Trávn."
"Rubus austrotibetanus","Rubus austrotibetanus T.T.Yu & L.T.Lu"
"Rubus austrotiroliensis","Rubus austrotiroliensis (Sabr.) Dalla Torre & Sarnth."
"Rubus avaloniensis","Rubus avaloniensis A.Newton & R.D.Randall"
"Rubus averyanus","Rubus averyanus W.C.R.Watson"
"Rubus axillaris","Rubus axillaris Lej."
"Rubus azuayensis","Rubus azuayensis Romol."
"Hedyotis similis","Hedyotis similis E.T.Geddes"
"Rubus × babae","Rubus ×babae Naruh."
"Rubus babingtonianus","Rubus babingtonianus W.C.R.Watson"
"Rubus babingtonii","Rubus babingtonii T.B.Salter"
"Hedyotis simplex","Hedyotis simplex Merr."
"Rubus bagnallianus","Rubus bagnallianus Edees"
"Hedyotis simplicissima","Hedyotis simplicissima (Lour.) Merr."
"Rubus bakonyensis","Rubus bakonyensis Gáyer"
"Rubus balatonicus","Rubus balatonicus Borbás"
"Rubus balticus","Rubus balticus Focke, 1877"
"Rubus bambusarum","Rubus bambusarum Focke"
"Rubus banaticus","Rubus banaticus Nyár."
"Rubus banghamii","Rubus banghamii Merr."
"Rubus barberi","Rubus barberi H.E.Weber"
"Rubus barbeyi","Rubus barbeyi A.Favrat & Gremli"
"Rubus × barkeri","Rubus ×barkeri Cockayne"
"Rubus baronicus","Rubus baronicus A.Beek"
"Rubus barrandienicus","Rubus barrandienicus Holub & Palek"
"Rubus bartonianus","Rubus bartonianus Peck"
"Rubus bartonii","Rubus bartonii Newton"
"Rubus bavaricus","Rubus bavaricus Sabr."
"Rubus bayeri","Rubus bayeri Schmidely"
"Rubus beccarii","Rubus beccarii Focke"
"Rubus beckii","Rubus beckii Halácsy"
"Rubus begoniifolius","Rubus begoniifolius Holuby"
"Hedyotis srilankensis","Hedyotis srilankensis Deb & Ratna Dutta"
"Rubus beirensis","Rubus beirensis (Samp.) Samp."
"Hedyotis stelligera","Hedyotis stelligera Ridl."
"Rubus benguetensis","Rubus benguetensis Elmer"
"Rubus bercheriensis","Rubus bercheriensis (Druce ex W.M.Rogers) W.M.Rogers"
"Anguloa","Anguloa Ruiz & Pav."
"Rubus betckei","Rubus betckei T.Marsson"
"Rubus betonicifolius","Rubus betonicifolius Focke"
"Rubus bicolor","Rubus bicolor Arrond."
"Rubus bicolorispinosus","Rubus bicolorispinosus Nyár."
"Rubus biflorus","Rubus biflorus Buch.-Ham. ex Sm."
"Rubus biflorus var. adenophorus","Rubus biflorus var. adenophorus Franch."
"Rubus biflorus var. pubescens","Rubus biflorus var. pubescens T.T.Yu & L.T.Lu"
"Rubus × biformispinus","Rubus biformispinus Blanch."
"Rubus bifrons","Rubus bifrons Vest ex Tratt."
"Rubus biloensis","Rubus biloensis A.Newton & M.Porter"
"Rubus birmanicus","Rubus birmanicus Hook.fil."
"Rubus biserratus","Rubus biserratus P.J.Müll. ex Boulay"
"Rubus blepharoneurus","Rubus blepharoneurus Cardot"
"Rubus bloxamianus","Rubus bloxamianus Purchas"
"Rubus bloxamii","Rubus bloxamii Boreau"
"Rubus bogotensis","Rubus bogotensis Kunth"
"Rubus bohemiicola","Rubus bohemiicola Holub & Palek ex Holub"
"Rubus bohemopolonicus","Rubus bohemopolonicus Trávn. & Ziel."
"Anguloa brevilabris","Anguloa brevilabris Rolfe"
"Hedyotis stylosa","Hedyotis stylosa R.Br. ex G.Don"
"Rubus boliviensis","Rubus boliviensis Focke"
"Rubus bollei","Rubus bollei Focke"
"Rubus bombycinus","Rubus bombycinus Matzk."
"Rubus bonatianus","Rubus bonatianus Focke"
"Rubus boninensis","Rubus boninensis Koidz."
"Hedyotis subacaulis","Hedyotis subacaulis Merr."
"Rubus bonus-henricus","Rubus bonus-henricus Matzk."
"Rubus boraeanus","Rubus boraeanus Genev."
"Hedyotis suborthogona","Hedyotis suborthogona Hosok."
"Rubus botryeros","Rubus botryeros (W.M.Rogers) W.M.Rogers"
"Rubus boudiccae","Rubus boudiccae A.L.Bull. & Edees"
"Rubus boulayi","Rubus boulayi LefŠvre ex Boulay"
"Rubus bovinus","Rubus bovinus A.Beek & H.E.Weber"
"Rubus × boyntonii","Rubus ×boyntonii Ashe"
"Hedyotis subvelutina","Hedyotis subvelutina Elmer"
"Rubus brachystemon","Rubus brachystemon Heimerl"
"Hedyotis subvenosa","Hedyotis subvenosa Merr."
"Hedyotis subverticillata","Hedyotis subverticillata Alston"
"Rubus bracteosus","Rubus bracteosus Weihe ex Lej. & Courtois"
"Rubus braeuckeri","Rubus braeuckeri G.Braun"
"Anguloa cliftonii","Anguloa cliftonii Farmer"
"Rubus braeuckeriformis","Rubus braeuckeriformis H.E.Weber"
"Rubus brasiliensis","Rubus brasiliensis Mart."
"Rubus brdensis","Rubus brdensis Holub"
"Rubus breconensis","Rubus breconensis W.C.R.Watson"
"Rubus bregutiensis","Rubus bregutiensis A.Kern. ex Focke"
"Hedyotis sumatrana","Hedyotis sumatrana Merr."
"Hedyotis swertioides","Hedyotis swertioides Hook.f."
"Rubus brevipetiolatus","Rubus brevipetiolatus T.T.Yu & L.T.Lu"
"Hedyotis symphyllarionoides","Hedyotis symphyllarionoides Ridsdale"
"Rubus brevistaminosus","Rubus brevistaminosus Edees & A.Newton"
"Rubus breyninus","Rubus breyninus Beck"
"Rubus briareus","Rubus briareus Focke"
"Rubus brigantinus","Rubus brigantinus Samp."
"Rubus briggsianus","Rubus briggsianus (W.M.Rogers) W.C.R.Watson"
"Rubus briggsii","Rubus briggsii A.Bloxam"
"Rubus britannicus","Rubus britannicus W.M.Rogers"
"Rubus brunneri","Rubus brunneri W.Maurer"
"Rubus buchtienii","Rubus buchtienii Focke"
"Rubus bucknallii","Rubus bucknallii J.W.White"
"Rubus buergeri","Rubus buergeri Miq."
"Rubus buhnensis","Rubus buhnensis (G.Braun ex Focke) G.Braun"
"Rubus bullatus","Rubus bullatus Rusby"
"Rubus burkillii","Rubus burkillii Rolfe"
"Hedyotis tavoyensis","Hedyotis tavoyensis N.P.Balakr."
"Rubus caeresiensis","Rubus caeresiensis Sudre & Grav."
"Rubus caeruleicaulis","Rubus caeruleicaulis Sudre"
"Rubus caesarius","Rubus caesarius D.E.Allen"
"Rubus caesius","Rubus caesius Thunb."
"Afrocalliandra redacta","Afrocalliandra redacta (J.H.Ross) E.R.Souza & L.P.Queiroz"
"Aimara","Aimara Salariato & Al-Shehbaz"
"Hedyotis tenuipes","Hedyotis tenuipes Hemsl."
"Hedyotis terminaliflora","Hedyotis terminaliflora Merr. & Chun"
"Hedyotis ternata","Hedyotis ternata (Pierre ex Pit.) J.F.Maxwell"
"Hedyotis tetrandra","Hedyotis tetrandra (Roxb.) Craib"
"Hedyotis tetrangularis","Hedyotis tetrangularis (Korth.) Walp."
"Rubus caflischii","Rubus caflischii Focke"
"Rubus calcareus","Rubus calcareus P.J.Müll."
"Rubus caldasianus","Rubus caldasianus Merino"
"Hedyotis thwaitesii","Hedyotis thwaitesii Hook.f."
"Rubus × calopalmatus","Rubus ×calopalmatus Naruh. & Masaki"
"Rubus calophyllus","Rubus calophyllus C.B.Clarke"
"Rubus calotemnus","Rubus calotemnus A.Beek"
"Rubus calvarii","Rubus calvarii Hormuz."
"Rubus calvatus","Rubus calvatus Boreau"
"Rubus calviformis","Rubus calviformis H.E.Weber"
"Acalypha parvula var. chathamensis","Acalypha parvula var. chathamensis (B.L.Rob.) G.L.Webster"
"Anguloa clowesii","Anguloa clowesii Lindl."
"Rubus calvus","Rubus calvus H.E.Weber"
"Rubus calycacanthus","Rubus calycacanthus H.Lév."
"Rubus calycinoides","Rubus calycinoides Kuntze"
"Rubus calycinus","Rubus calycinus Wall. ex D.Don"
"Rubus calyculatus","Rubus calyculatus Kaltenb."
"Rubus cambrensis","Rubus cambrensis W.C.R.Watson"
"Rubus campaniensis","Rubus campaniensis Winkel ex A.Beek"
"Rubus camptostachys","Rubus camptostachys G.Braun"
"Rubus canadensis","Rubus canadensis L."
"Hedyotis tomentosa","Hedyotis tomentosa (Valeton) Hosok."
"Rubus canaliculatus","Rubus canaliculatus P.J.Müll."
"Aimara rollinsii","Aimara rollinsii (Al-Shehbaz & Martic.) Salariato & Al-Shehbaz"
"Hedyotis travancorica","Hedyotis travancorica Bedd."
"Rubus canduliger","Rubus canduliger Bijlsma & Haveman"
"Hedyotis trichoglossa","Hedyotis trichoglossa Baker"
"Rubus canescens","Rubus canescens DC."
"Hedyotis trichoneura","Hedyotis trichoneura Alston"
"Rubus caninitergi","Rubus caninitergi H.E.Weber"
"Rubus cantabrigiensis","Rubus cantabrigiensis A.L.Bull. & A.C.Leslie"
"Rubus canterburiensis","Rubus canterburiensis Edees"
"Rubus cantianus","Rubus cantianus (W.C.R.Watson) Edees & A.Newton"
"Rubus capitulatus","Rubus capitulatus Utsch"
"Rubus capparidopsis","Rubus capparidopsis Hormuz."
"Rubus capricollensis","Rubus capricollensis (Sprib.) Sprib."
"Hedyotis tridentata","Hedyotis tridentata Ridsdale"
"Rubus cardiophyllus","Rubus cardiophyllus Borb"
"Rubus carduelis","Rubus carduelis Matzk."
"Rubus carinthiacus","Rubus carinthiacus Halácsy"
"Hedyotis trimenii","Hedyotis trimenii Deb & Ratna Dutta"
"Rubus carneus","Rubus carneus Sabr."
"Rubus caroli","Rubus caroli Hayek"
"Hedyotis trimenii var. orbicularifolia","Hedyotis trimenii var. orbicularifolia Ridsdale"
"Rubus carpinetorum","Rubus carpinetorum Freyn"
"Hedyotis trimenii var. trimenii","Hedyotis trimenii var. trimenii"
"Rubus cartalinicus","Rubus cartalinicus Juz."
"Hedyotis trisecta","Hedyotis trisecta Elmer"
"Rubus casparyi","Rubus casparyi Wirtg."
"Rubus castaneifolius","Rubus castaneifolius Sabr."
"Rubus castellarnaui","Rubus castellarnaui Pau"
"Rubus × castoreus","Rubus ×castoreus (Laest.) Fr."
"Rubus castranus","Rubus castranus Samp."
"Rubus castrensis","Rubus castrensis Wolley-Dod"
"Rubus castroviejoi","Rubus castroviejoi Mon.-Huelin"
"Rubus caucasicus","Rubus caucasicus Focke"
"Anguloa dubia","Anguloa dubia Rchb.f."
"Rubus caucasigenus","Rubus caucasigenus (Sudre) Juz."
"Rubus caudatisepalus","Rubus caudatisepalus Calderón"
"Rubus caudifolius","Rubus caudifolius Wuzhi"
"Hedyotis tuyamae","Hedyotis tuyamae Hosok."
"Rubus cavatifolius","Rubus cavatifolius P.J.Müll. ex Boulay"
"Rubus celticus","Rubus celticus Newton"
"Rubus celtidifolius","Rubus celtidifolius Focke ex Gremli"
"Rubus centrobohemicus","Rubus centrobohemicus Holub"
"Rubus centronotus","Rubus centronotus A.Kern."
"Rubus ceratifolius","Rubus ceratifolius A.Beek"
"Rubus cerdicii","Rubus cerdicii D.E.Allen"
"Rubus ceticus","Rubus ceticus Halácsy"
"Rubus chaerophylloides","Rubus chaerophylloides Sprib."
"Rubus chaerophyllus","Rubus chaerophyllus Sagorski & W.Schultze"
"Hedyotis uncinella","Hedyotis uncinella Hook. & Arn."
"Rubus chaetophorus","Rubus chaetophorus Cardot"
"Rubus chamaemorus","Rubus chamaemorus Fisch. ex Ser."
"Rubus chambicus","Rubus chambicus Rolfe"
"Rubus chapmanianus","Rubus chapmanianus F.K.Kupicha"
"Rubus charadzeae","Rubus charadzeae Sanadze"
"Anguloa eburnea","Anguloa eburnea Linden ex B.S.Williams"
"Rubus chenonii","Rubus chenonii Sudre"
"Rubus chevalieri","Rubus chevalieri Cardot"
"Rubus chevalieri var. angkae","Rubus chevalieri var. angkae (E.T.Geddes) Thuan"
"Rubus chiliadenus","Rubus chiliadenus Focke"
"Rubus chingii var. suavissimus","Rubus chingii var. suavissimus (S.K.Lee) L.T.Lu"
"Rubus chloocladus","Rubus chloocladus W.C.R.Watson"
"Hedyotis vachellii","Hedyotis vachellii Hook. & Arn."
"Rubus chloophyllus","Rubus chloophyllus Sudre"
"Rubus chloranthus","Rubus chloranthus (Sabr.) Fritsch"
"Rubus chlorocladus","Rubus chlorocladus Sabr."
"Rubus chlorostachys","Rubus chlorostachys P.J.Müll."
"Hedyotis valetoniana","Hedyotis valetoniana Merr. & L.M.Perry"
"Rubus chlorothyrsos","Rubus chlorothyrsos Focke"
"Rubus choachiensis","Rubus choachiensis A.Berger"
"Rubus christiansenorum","Rubus christiansenorum H.E.Weber"
"Rubus chroosepalus","Rubus chroosepalus Focke"
"Rubus chroosepalus var. araneosus","Rubus chroosepalus var. araneosus Q.H.Chen & T.L.Xu"
"Rubus chrysobotrys","Rubus chrysobotrys Hand.-Mazz."
"Rubus chrysobotrys var. lobophyllus","Rubus chrysobotrys var. lobophyllus Hand.-Mazz."
"Hedyotis verticillaris","Hedyotis verticillaris Wall. ex Wight & Arn."
"Rubus chrysocarpus","Rubus chrysocarpus Mundt ex Cham. & Schltdl."
"Rubus chrysogaeus","Rubus chrysogaeus Royen"
"Rubus chrysophyllus","Rubus chrysophyllus Reinw. ex Miq."
"Rubus chrysoxylon","Rubus chrysoxylon (W.M.Rogers) W.C.R.Watson"
"Rubus cimbricus","Rubus cimbricus Focke"
"Rubus cinclidodictyus","Rubus cinclidodictyus Cardot"
"Rubus cinerascens","Rubus cinerascens Boreau"
"Rubus cinerosiformis","Rubus cinerosiformis Rilstone"
"Rubus cinerosus","Rubus cinerosus W.M.Rogers"
"Rubus circipanicus","Rubus circipanicus E.H.L.Krause"
"Rubus cirlioarae","Rubus cirlioarae Nyár."
"Rubus cissburiensis","Rubus cissburiensis W.P.C.Barton & Ridd."
"Rubus cissoides","Rubus cissoides A.Cunn."
"Rubus clementis","Rubus clementis Merr."
"Rubus clinocephalus","Rubus clinocephalus Focke"
"Rubus clusii","Rubus clusii Borbás"
"Rubus coccinatus","Rubus coccinatus K.Meijer"
"Rubus cochinchinensis","Rubus cochinchinensis Tratt."
"Rubus cochinchinensis var. glabrescens","Rubus cochinchinensis var. glabrescens Cardot"
"Rubus cochlearis","Rubus cochlearis Matzk."
"Rubus cockburnianus","Rubus cockburnianus Hemsl."
"Rubus colemannii","Rubus colemannii A.Bloxam"
"Rubus collicola","Rubus collicola Sudre"
"Rubus × collinus","Rubus collinus Hegetschw."
"Rubus columellaris","Rubus columellaris Tutcher"
"Rubus columellaris var. villosus","Rubus columellaris var. villosus T.T.Yu & L.T.Lu"
"Rubus commutatus","Rubus commutatus (G.Braun ex Focke) Focke"
"Rubus compactus","Rubus compactus Benth."
"Rubus conchyliatus","Rubus conchyliatus Focke"
"Rubus condensatiformis","Rubus condensatiformis H.E.Weber"
"Hedyotis whiteheadii","Hedyotis whiteheadii Merr."
"Rubus condensatus","Rubus condensatus P.J.Müll."
"Rubus conduplicatus","Rubus conduplicatus Duthie"
"Rubus confertiflorus","Rubus confertiflorus W.C.R.Watson"
"Rubus confinis","Rubus confinis R.Keller"
"Rubus confusidens","Rubus confusidens H.E.Weber"
"Rubus conjungens","Rubus conjungens (Bab.) W.C.R.Watson"
"Rubus conothyrsoides","Rubus conothyrsoides H.E.Weber"
"Rubus conspersus","Rubus conspersus W.C.R.Watson"
"Rubus conspicuus","Rubus conspicuus Martrin-Donos"
"Rubus constrictus","Rubus constrictus P.J.Müll. & Lefèvre"
"Rubus conterminus","Rubus conterminus Sudre"
"Rubus contiguus","Rubus contiguus Sudre"
"Rubus contractipes","Rubus contractipes H.E.Weber"
"Rubus contritidens","Rubus contritidens A.Beek & K.Meijer"
"Rubus coombensis","Rubus coombensis Rilstone"
